학교,코드 번호,제목,Name,Strategic field,Keywords
Fraunhofer,FH-037,Process development for processing high-strength aluminum alloys using tailor welding technology and tailor heat sheet metal forming for innovative lightweight components,Johannes Weis,"Advanced Mobility, Advanced Robotics & Manufacturing",MechanicalㆍMaterials MechanicalㆍMaterials Automobile / Rail Vehicles Vehicle Body and Lightweighting Technologies Plastic Deformation/ Powder Sheet Forming Technologies
Fraunhofer,FH-038,Development of novel coatings and treatments for energy efficient architectural and automotive glazing,Neidhardt,Advanced Mobility,"Mechanical Materials, Electrical & Electronics, Surface Treatment, Coating / Method, Technologies, Optical Application Devices, Optical Materials"
Fraunhofer,FH-039,Connection module to connect fiber reinforced plastics and metal constructions for load transfer and electrical contact,Thomas Hutsch,"Advanced Mobility, Aerospace/Marine, Advanced Robotics & Manufacturing","Mechanical Materials, Chemicals, Automobile / rail Vehicles, Vehicle Body and Light-, weighting Technologies, Fiber Products, Other Fiber Product, Technologies"
Fraunhofer,FH-040,"Post-Consumer Recyclates collection, evaluation, and quality improvement via tailored additives",Roland Klein,Advanced Mobility,"Chemicals, Chemicals, Polymeric Materials, Polymer Recycling, Technologies, Fine Chemicals, Additives"
Fraunhofer,FH-041,Next-generation process design for a cost-efficient glass substrate and system production for 3D Augmented Reality Head-Up-Displays,Raphael Töne,Advanced Mobility,"Machinery | materials, Machinery | materials, Precision manufacturing, machinery, Press machines, Automobile, Vehicle Intelligence, Technologies"
Fraunhofer,FH-042,Technology to calibrate traffic simulation by combining sparse real-world observations with urban-data-based parameter credibility models,Lukas Block,Advanced Mobility,"ICT, Energy & Resources, Software, SW solution, New/Renewable Energy, Transportation system –, Transportation infrastructure, technology"
Fraunhofer,FH-043,Data- and AI-based mobility avatar assistant for sustainable and user-centered mobility,Nora Fanderl,"Semiconductor/Display, Advanced Mobility, AI, Next-gen Communication",
Fraunhofer,FH-044,Prognostic Data- and AI-based Mobility Impact Analyzer,Sebastian Stegmüller,"Advanced Mobility, AI",Energy & Resources Information & Communication Greenhouse Gas Processing Non-CO2 Processing Technologies Green transportation systems IT convergence 
Fraunhofer,FH-045,High-reliability SWIR image sensor for automotive harsh-condition environment perception and autonomous driving recognition integration technology,Jung Han Choi,"Semiconductor/Display, Advanced Mobility, AI, Advanced Robotics & Manufacturing","Mechanical, Materials, Electrical/Electronics, Automobile/Rail, Vehicles, Safety Improvement, Technologies, Semiconductor Devices, and Systems, SoC"
Fraunhofer,FH-046,AIRMAN (aikido inspired robotic manipulators) - novel methods for autonomous robotic manipulation -,Valentin Richter Trummer,"Semiconductor/Display, Advanced Robotics & Manufacturing","Mechanical Materials, Mechanical Materials, Robotics / Automation, Machinery, Robot Vision and Production, Automation Technologies, Robotics / Automation, Machinery, Robot Control and, Intelligence Technologies"
Fraunhofer,FH-047,Development of eco-friendly automated processes for producing highly functional silicone products,Gerhard Domann,"Semiconductor/Display, Advanced Robotics & Manufacturing","Chemicals, Chemicals, Fine Chemicals, Organic/Inorganic Material &, catalyst manufacturing, technologies, Polymeric Materials, Polymerization Reactions /, Process Technologies"
Fraunhofer,FH-048,Automation of rack hanging and unhanging of parts for coating applications using robots,Dr. Felix Spenrath,Advanced Robotics & Manufacturing,"Machinery and materials, Machinery and materials, Robotics and Automation, Machinery, Robot Vision and Production, Automation Technologies, Robotics and Automation, Machinery, Robot Control and, Intelligence Technologies"
Fraunhofer,FH-049,Future Work Check – software-based analysis tool,Roland Hall,"AI, Advanced Robotics & Manufacturing","Knowledge Services, Information & Communication, R&D /, Engineering Services, Production Management /, Quantitative Analysis, Techniques, Software, Software Solutions"
Fraunhofer,FH-050,Lightweight Edge-Based Agentic AI for Industrial Manufacturing Operation,Michael Oberle; Dr. Ahmad Issa,"AI, Advanced Robotics & Manufacturing","Machinery and materials, Information & Communication, Industrial/ General Machinery, Industrial/General, Machinery Software, Software, Software Solutions"
Fraunhofer,FH-051,Agentic AI for Production Scheduling AI-Assisted Problem Formulation and Autonomous Optimization,Michael Oberle;,"AI, Advanced Robotics & Manufacturing","Machinery and materials, Information & Communication, Industrial/, General, Machinery, Industrial/General, Machinery Software, Software, Software Solutions"
Fraunhofer,FH-052,Development of an enhanced sheet metal forming process with (ultra-)sonic-vibrations,Egbers,"Hydrogen, Advanced Robotics & Manufacturing","Mechanical and materials, Mechanical and materials, Plastic Deformation/, Powder, Sheet Forming, Technologies, Precision manufacturing, machinery, Press Machines"
Fraunhofer,FH-053,Development of an adaptive welding fixture for reliable laser welding of thin metal sheets,Sperling,Hydrogen,"Mechanical Materials, Electrical & Electronics, Precision manufacturing, machinery, Optical Energy–Based, Processing Machines, Optical Application, Devices, Laser Processing, Machines"
Fraunhofer,FH-054,Digital Twin Framework for Manufacturing,Olga MEYER,Advanced Robotics & Manufacturing,"Machinery and materials, Machinery and materials, Industrial/ General Machinery, Industrial/General, Machinery Software, Component &, Element Parts, Component-related Software"
Fraunhofer,FH-055,AI-powered NDT@3Dprinters,Dr. Kilian Tschöke,"AI, Advanced Robotics & Manufacturing","Mechanical · Materials, Knowledge Services, Robotics / Automation, Machinery, Mechanical Automation, Technologies, R&D / Engineering Services, Product Quality Management, Technologies"
Fraunhofer,FH-056,Connected Humanoid Robots Integration Strategy and Ecosystem ISE-CHR,Niklas Beckmann,Advanced Robotics & Manufacturing,"Mechanical, Information & Communication, Robotics/, Automation, Machinery, Robot Control and, Intelligence Technologies, Software, System Integration"
Fraunhofer,FH-057,Safety Intelligence for Humanoid Robots,Roland Behrens,Advanced Robotics & Manufacturing,"Machinery and materials, Robotics/, Automation, Machinery, Robot Control and, Intelligence, Technologies"
Fraunhofer,FH-058,Robotic Bin-Picking,Kilian Kleeberger,Advanced Robotics & Manufacturing,"MechanicalㆍMaterials, MechanicalㆍMaterials, Robotics/Automation, Machinery, Robot Vision and, Production Automation, Technologies, Robotics/Automation, Machinery, Robot Control and, Intelligence, Technologies"
Fraunhofer,FH-059,Ultra-high-temperature ceramic marking of technical ceramics for track-and-trace applications,Dr. Manuela Heymann,Advanced Robotics & Manufacturing,"Knowledge Service, Ceramics, R&D/Engineering service, Product quality control, technology, Materials for machines and, structures, heat-resistant materials"
Fraunhofer,FH-060,High-temperature ceramic marking of metal parts for track-and-trace applications,Dr. Manuela Heymann,Advanced Robotics & Manufacturing,"Knowledge Service, Ceramics, R&D/Engineering service, Product quality control, technology, Materials for machines and, structures, heat-resistant materials"
Fraunhofer,FH-061,AI and Vision based Robot Machining and Collision Avoidance for Shipbuilding Industry,Dr. Markus Wabner,"AI, Advanced Robotics & Manufacturing","MechanicalㆍMaterials, MechanicalㆍMaterials, Robotics/, Automation Machinery, Robot Control and, Intelligence Technologies /, Robot Vision and Production, Automation Technologies, Shipbuilding/, Marine Systems, Ship Production, Systems/Construction, Methods"
Fraunhofer,FH-062,Optimization framework for sheet metal forming based on numerical simulations and surrogate models,Borole,Advanced Robotics & Manufacturing,"Mechanical and Materials, Knowledge Services, Plastic deformation/Powder Sheet Forming Technologies R&D / Engineering Services, Production Process Modeling, / Simulation"
Fraunhofer,FH-063,"Optical quality inspection, anomaly detection, and pick-and-place orientation for advanced manu- and valuefacturing",Klemens Ilse,"AI, Advanced Robotics & Manufacturing","Knowledge Services, Mechanics Materials, R&D / Engineering, Services, Testing / Inspection /, Analysis Techniques, Robotics/Automation, Machinery, Robot Vision and, Production Automation, Technologies"
Fraunhofer,FH-064,Reactive Selective Laser Sintering of Thermoset Polymers for High-Performance Additive Manufacturing Applications,Dr. Eng. Hadi Bakhshi,Advanced Robotics & Manufacturing,"Chemicals, MechanicalㆍMaterials, Polymeric Materials, Composite Material, Manufacturing, Technologies, Plastic Deformation/, Powder, Powder Processing, Technologies"
Fraunhofer,FH-065,Digital Twin for CNC and press machines,Dr. Andreas Otto,"Aerospace/Marine, AI, Advanced Robotics & Manufacturing","Machinery and materials, Machinery and materials, Precision manufacturing, machinery, Cutting Machine Tools, Precision manufacturing, machinery, Press Machines"
Fraunhofer,FH-066,Development of an energy-efficient laser-based drying system for continuous electrode manufacturing of lithium-ion and solid-state batteries,Samuel Fink,"Advanced Mobility, Advanced Robotics & Manufacturing","Electrical - Electronics, Batteries, Manufacturing and, Measurement/Evaluation, Equipment"
Fraunhofer,FH-067,An efficient molding technology for manufacturing high precision infrared wafer-level optics for smart device applications,Marcel Friedrichs,"Advanced Mobility, Advanced Robotics & Manufacturing","ElectricalㆍElectronics, MechanicalㆍMaterials, Optical Application, Devices, Optical Components, Precision Manufacturing, Machinery, Other Precision, Manufacturing Machinery–, related Technologies"
Fraunhofer,FH-068,"Laser-based digital thin-film manufacturing technology for metallic, ceramic and semi-conductor functional layers",Samuel Fink,"Semiconductor/Display, Advanced Robotics & Manufacturing","Mechanical Materials s, Mechanical Materials, Surface Treatment, Coating/ Method, Technologies, Nano/Micro Mechanical, Systems, Miniature Processing/, Assembly/Measurement, Technologies"
Fraunhofer,FH-069,Ultrashort pulse laser Technology for scalable and wear-free ceramic processing,Dennis Haasler,Advanced Robotics & Manufacturing,"Electrical & Electronics, Mechanical & Materials, Optical Application, Devices, Laser Processing, Machines, Precision, Manufacturing, Machinery, Optical Energy-based, Processing Machines"
Fraunhofer,FH-070,Laser-Induced Synthesis of Nano-diamonds,Dennis Haasler,Advanced Robotics & Manufacturing,"Chemicals, Chemicals, Ceramic, Materials, Nano-Ceramic Composite, Technologies, Fine Chemicals, Nano-Application, Technologies"
Fraunhofer,FH-071,All-in-one laser micromachining high-precision structuring and polishing in one system,Astrid Sassmannshausen,Semiconductor/Display,"Mechanical and Materials, Mechanical and Materials, Precision manufacturing, machinery, Grinding/Polishing Machine, Tools, Surface Treatment, Surface Property Modification, Technologies"
Fraunhofer,FH-072,High-Precision QCM-Based Real-Time Liquid Density Sensing System Utilizing functional coating material and Machine Learning-Enhanced Impedance Analysis,Dr. Wolfdietrich Meyer,"Semiconductor/Display, Advanced Robotics & Manufacturing","Electrical & Electronics, Measuring Instruments, Measurement Sensors and, Components"
Fraunhofer,FH-073,Safety-based Human-Robot-Collaboration Framework for Vision-Language-Action Controlled Humanoid Robots,Jannik Möhrle,"AI, Advanced Robotics & Manufacturing","MechanicalㆍMaterials, Knowledge Services, Robotics/ Automation, Machinery, Robot Control and, Intelligence Technologies, Human Resource, Competency Development, Services, Human–System Interaction, Technologies"
Fraunhofer,FH-074,Autonomous Production Systems Utilizing metaverse strategies to increase efficiency and reduce errors in manufacturing,Robin Kurth,"Advanced Mobility, Advanced Robotics & Manufacturing","Machinery and materials, Knowledge Services, Precision manufacturing, machinery, Press Machines, Cutting/processing, machinery, Human resources, capacity development, service, Human-system, interaction technologies"
Fraunhofer,FH-075,Augmented Reality–Based Teach-In and Skill Transfer for Industrial and Service Robots,Maximilian König,"AI, Advanced Robotics & Manufacturing","MechanicalㆍMaterials, Information & Communication, Robotics / Automation, Machinery, Robot Control and, Intelligence, Technologies, Software, Embedded Software"
Fraunhofer,FH-076,Safety-based Human-Robot-Collaboration Framework for Vision-Language-Action Controlled Humanoid Robots,Jannik Möhrle,"AI, Advanced Robotics & Manufacturing","MechanicalㆍMaterials, Knowledge Services, Robotics/ Automation, Machinery, Robot Control and, Intelligence Technologies, Human Resource, Competency Development, Services, Human–System Interaction, Technologies"
